UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:36:78,57067,31.7344,0.9999    0.004637   0.0053346   -0.012215,0.52388     0.61774      -1.397,0.001482   0.0039558 -0.00087357,-8.0466e-06   0.0016069   -0.002861,-0.10547    0.091003      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:37:12,57068,31.7344,0.9999   0.0046159    0.005356     -0.0121,0.5215      0.6201     -1.3838,0.0021763    0.003397 -0.00091457,0.00087547    0.011505  -0.0059547,-0.10516     0.10052      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:37:46,57069,31.75,0.9999   0.0046626   0.0052929    -0.01204,0.52698     0.61291     -1.3769,0.0027771   0.0021858  -0.0010176,-0.006588   0.0039902  0.00026321,-0.11115    0.093872      9.7813,0  0  0,0  0  0,0  0  0,213,-37,
13:23:37:80,57070,31.75,0.9999   0.0047236   0.0052383   -0.012085,0.53401     0.60676     -1.3821,0.00044012   0.0039482 -0.00042486,-0.004528   0.0055046  -0.0032101,-0.10822    0.096375      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:38:14,57071,31.7344,0.9999   0.0048362   0.0051543   -0.012115,0.54701      0.5973     -1.3855,0.0015717   0.0032578 -0.00073481,0.00030994  -0.0042572  -0.0018711,-0.1015    0.089111      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:38:48,57072,31.7344,0.9999   0.0048026   0.0051746   -0.012182,0.54309     0.59962     -1.3932,0.0012493   0.0034599 -0.00037837,0.00634   0.0021019  -0.0051308,-0.096008    0.094849      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:38:82,57073,31.7344,0.9999   0.0047887   0.0051913   -0.012455,0.54132     0.60166     -1.4245,-0.00037885   0.0057564  0.00028229,-0.00062704   0.0017319    -0.01178,-0.10345    0.093811      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:39:16,57074,31.75,0.9999    0.004706   0.0052738    -0.01241,0.53175     0.61097     -1.4193,0.00054264   0.0048676 -0.00047827,0.00051641  -0.0027313   -0.015099,-0.1037    0.087769      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:39:50,57075,31.75,0.9999   0.0047031   0.0052683   -0.012295,0.5315     0.61028     -1.4062,0.003252    0.002634  -0.0010347,-0.0025978      0.0042   0.0061493,-0.10687    0.095093      9.7891,0  0  0,0  0  0,0  0  0,213,-36,
13:23:39:84,57076,31.75,0.9999   0.0046455   0.0053275   -0.012507,0.52468     0.61709     -1.4304,0.00095987   0.0045815 -0.00063276,0.0033665   0.0039787  -0.0036144,-0.10211    0.093506      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:40:18,57077,31.75,0.99989   0.0046875   0.0052865   -0.012662,0.52946     0.61253     -1.4482,0.0034866   0.0014067 -0.00094271,0.00083113   0.0044212   0.0027981,-0.10364    0.095032      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:40:52,57078,31.75,0.99989   0.0047715   0.0052127   -0.012735,0.53915     0.60424     -1.4566,-0.00031376   0.0055466 -0.00076103,-0.0068169  -0.0064011   0.0036793,-0.11005    0.085266      9.7813,0  0  0,0  0  0,0  0  0,213,-37,
13:23:40:86,57079,31.75,0.99989   0.0048878   0.0051126   -0.012964,0.55248     0.59307     -1.4828,0.0043449   0.0024643  -0.0014677,-0.0023613   0.0055161   -0.012932,-0.10352    0.099915      9.7656,0  0  0,0  0  0,0  0  0,213,-37,
13:23:41:20,57080,31.75,0.99989   0.0049036   0.0050975   -0.012963,0.55432     0.59136     -1.4827,0.00012243   0.0052299 -0.00028586,-0.0032921   0.0002563  -0.0016937,-0.10437    0.094604      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:41:54,57081,31.75,0.99989   0.0049474   0.0050583   -0.013041,0.55934     0.58697     -1.4917,0.0043449   0.0012293 -0.00080204,-0.0077515  -0.0020638  -0.0066452,-0.1076    0.093384      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:41:88,57082,31.75,0.99989    0.004874   0.0051181    -0.01315,0.55079     0.59378     -1.5041,-0.001605   0.0059013 -0.00054836,-0.0063438   0.0081787  -0.0055923,-0.10809     0.10162      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:42:22,57083,31.7344,0.99989   0.0048106   0.0051719   -0.013148,0.54344     0.59985     -1.5038,0.0014982    0.003479 -0.00050926,-0.0022354  -0.0018358   -0.006424,-0.10449    0.090759      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:42:56,57084,31.7344,0.99989    0.004733   0.0052253   -0.013228,0.53442     0.60589     -1.5131,-0.00076437   0.0060501  -0.0005827,-0.007103  -0.0040512   0.0017996,-0.11066    0.086731      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:42:90,57085,31.7344,0.99989    0.004711   0.0052578   -0.013312,0.5318     0.60963     -1.5227,0.0036106   0.0014229 -0.00082493,0.0013428    0.011513   -0.019485,-0.1026     0.10229      9.7578,0  0  0,0  0  0,0  0  0,213,-36,
13:23:43:24,57086,31.7344,0.99989   0.0047273    0.005233   -0.013211,0.53376     0.60676     -1.5111,0.0024014   0.0030098 -0.00082922,-0.0058403   0.0058861   -0.006855,-0.10944    0.096863      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:43:58,57087,31.7344,0.99989    0.004786    0.005167   -0.013035,0.5407     0.59919     -1.4909,0.0030575    0.002676 -0.00066566,-0.0035419  0.00064707   0.0023785,-0.10577    0.093018      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:43:92,57088,31.7344,0.99989   0.0048659   0.0051106    -0.01292,0.55     0.59278     -1.4778,-3.0279e-05   0.0051613 -0.00017583,-0.00018919     0.01062   -0.019531,-0.10162     0.10413      9.7578,0  0  0,0  0  0,0  0  0,213,-36,
13:23:44:26,57089,31.75,0.99989   0.0048934   0.0050882   -0.012715,0.55331     0.59015     -1.4543,0.0026073   0.0026627 -0.00074768,-0.0054169  -0.0078735    0.011261,-0.10596    0.086609      9.7891,0  0  0,0  0  0,0  0  0,213,-37,
13:23:44:60,57090,31.75,0.9999   0.0049646   0.0050066   -0.012607,0.56165     0.58084     -1.4419,0.0025826   0.0025291 -0.00062084,-0.00089598  -0.0066986  -0.0021362,-0.099731    0.089233      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:44:94,57091,31.75,0.9999   0.0049037   0.0050638   -0.012373,0.55473     0.58718      -1.415,0.0031719   0.0021038 -0.00069094,-0.0055199    0.008316  -0.0096054,-0.10571     0.10291      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:45:28,57092,31.75,0.9999   0.0048652   0.0050981   -0.012245,0.55033     0.59097     -1.4004,0.0010214   0.0041466 -0.00048161,-0.001689  -0.0031757    0.011024,-0.10266    0.090759      9.7891,0  0  0,0  0  0,0  0  0,213,-36,
13:23:45:62,57093,31.75,0.9999   0.0047487   0.0051928   -0.012052,0.53697     0.60156     -1.3783,0.0011511   0.0035782 -0.00031996,-0.0070686   0.0078812   0.0034657,-0.10999    0.099365      9.7813,0  0  0,0  0  0,0  0  0,213,-37,
